4042049,5650928
5765004,5182810
5634081,4142234
5166939,4958351
5737090,4240118
4965717,5317752
5802306,5060228
5415644,3776233
4541047,4613935
5491359,4435780
5642469,5929607
5009916,4565702
4808378,5236665
4296223,5258345
4442487,5970253
4434461,4287560
5573775,4454151
4798201,5885722
5737529,4007450
5179715,3964055
5905885,4935894
4826927,5573854
4015242,3753234
5429184,5718869
5949971,4435759
3456044,5759648
5553242,5987245
5742847,5379384
4757118,5705574
5127093,5745721
4277510,5554405
4881170,5715440
4858111,5287512
3890471,4621362
3566363,4130865
4237241,2528359
4604691,5121473
5421921,5236641
4414128,5500143
5560003,5953736
5613126,3421150
5497497,5109512
5543160,2125562
4959436,5792534
4710870,5546536
5255374,4766538
5418973,5155843
4692862,5163138
5892930,5353423
5239652,5784628
4657758,3772431
4509851,3805247
4721614,3937321
5381530,4367524
5130794,5903395
5502840,4480304
4591975,5369767
4144562,5459846
4445197,4891749
5627976,5072363
4445197,4985831
5367703,5136697
5241682,5708659
5129077,5515501
5212785,4342079
5900001,4922414
5930807,5848423
5848433,4764861
5042221,6004670
4230196,5631835
4155117,4014005
4867988,5250288
6000000,5001628
4473878,4290104
5057308,4071614
5420994,4323968
4189914,5106650
4821179,5257379
5974544,5619723
5416988,1605985
5146589,4914657
4400794,5592632
4910680,5844811
5949970,3806888
5408346,5903396
4351023,4958270
4821179,4475155
4937733,5168570
5610317,4816503
4989206,5504858
5539187,4784292
5825774,5235595
4562063,4022880
4558413,5694599
4228503,5835953
5786057,4578429
4593354,5664144
4617348,3600459
5043886,4885680
4418690,2781041
5884085,4698748
4044334,4509851
5408004,6004647
5981038,4877679
4672570,4920483
4310880,4187539
5876531,4894060
5708525,5363222
5044971,4043626
3890973,5565050
5345566,5805927
5179702,5797019
4586134,4780821
5509915,4325372
4556464,5750623
4351023,4208715
5366081,3613879
5218689,4849929
4858105,5822559
5637557,3912764
4982321,4439829
5949583,5170153
4697266,5363505
5652873,4136385
4569018,4310879
5870778,4822435
5521910,5765153
5737514,4459658
4397905,5342339
5179707,5410710
4997690,4456646
5166926,4780870
3741253,4469742
4391048,5493792
4610680,5836932
2666430,5766221
5832534,5251308
5443796,4505406
4957349,5150237
4658356,5590309
3786433,4347563
5889935,4396984
5021051,5964973
5625580,4849904
3875391,4199811
4361202,5908454
5204951,4218740
5309169,4153913
5491813,5793979
5664170,5049873
1082681,3943240
4523969,5660665
4933846,5685004
5210866,5133065
4621318,4073005
4520925,4718549
5915087,5615340
4045781,4392200
4750112,4200927
5483640,5802559
5247659,4800488
5127093,3771138
3885403,5575812
4684518,5000940
5787243,4426682
5239659,4837680
5156793,5700255
5236539,4917746
5599964,4772736
4385806,5250214
4297157,4574022
5920876,4922414
3247134,4753749
5006978,5761413
5195100,5828823
5519603,4325120
4654240,4440815
5109512,5699500
4528180,5804165
4720780,5428803
5978577,5313646
4377616,5888643
4304766,5665374
3889237,3771137
5428419,5721976
5170480,5991771
5832204,5148432
5050068,5881312
4414620,4363094
4901230,5428803
4273759,3976765
5832259,5168571
5872904,4847755
4287560,3964055
4112489,5420996
5884058,4858105
5724548,4942518
4771375,4310883
4426682,4803616
3597044,4137193
4588697,5101015
5492057,4007362
4489379,5276876
4521851,4112489
4133030,4491916
5381530,4860252
5038278,4654819
4464426,5674342
4217705,5625964
5341483,4972338
4539637,4633387
4319338,4001790
5269011,5051887
4655760,5234423
5038274,4499538
5630171,5056060
5123850,5487999
3723715,5187679
5617550,4742451
5071657,5872114
4709325,4365295
5674230,1131163
5758120,4577274
5797019,5317701
5058003,5454091
4858105,5991869
4798603,5558658
5564062,5210871
5185877,5815571
5157663,4471429
3432813,5764922
5809536,4775955
5987621,5594863
5729685,5049873
4668650,4173547
3711692,5936872
5193206,5983334
2004088,5476458
5773106,5006398
5859997,5509129
5673151,4961625
5131081,5483640
4610868,4145410
3876987,3641505
5275854,5968695
