5735892,3868956
4906244,5476476
5800508,5415664
5934284,5160341
4911163,5180367
6004348,4776337
5147370,4878906
5707387,5344426
5378237,5961490
5275622,5759170
5089006,5916234
5226888,5536250
5860998,5480423
5423745,4689041
5133732,5409495
5749915,5397307
5674229,4236470
5378237,5609574
4988356,5195971
5290305,5707388
5451207,5810757
4573966,5232445
4338942,5286254
5591228,5993482
5836951,4641653
3766924,5205822
4503569,5662700
3349772,5674229
4923464,5749851
5433706,5181911
4781192,4651738
5158545,5487730
4425908,5776180
5630829,5133732
5116318,5980530
5059201,5871488
4493323,5935149
4723549,5637113
4846174,4572186
5674287,5147385
4655771,5632771
5879370,5591197
5609574,5192307
5984964,5026377
5824057,5207695
4994032,5370616
4846174,5720724
5728112,4493323
4795458,5147385
4602635,5575800
4276874,4527549
4830003,5275622
5501667,4763653
4913141,5549663
4650466,5158545
4994033,4693243
4762129,5554119
4689041,5324260
4577631,4650466
4787899,5792094
5707387,4913141
5421826,4195637
5312344,5971973
5061273,5425711
5911732,5733303
5382261,3889685
5980530,5344402
5683451,5507768
5181911,5554119
5725547,5019090
4913141,5741293
2936760,5061273
5540704,6004332
4655771,5948018
4130904,5649952
4911163,4445892
5059211,5443495
4739762,5984964
4699611,5797877
5536250,4850969
5472424,5019041
5108370,5484411
4459252,5628788
5176619,5997505
5021046,5599301
4771777,4299226
4990151,5741293
5567203,4838268
5380282,4456000
5314472,4893623
5282823,4795458
5658251,5057120
5782847,5213580
4650466,5527336
5908428,4164225
5158548,5824059
5645552,1037864
4445892,4820271
5049132,5476476
5037392,5904146
4423725,4832028
5800526,5078726
5954733,5037433
5613948,4183102
5445646,4732152
5167628,5868702
5344402,5976107
5037433,5662663
5916263,4768507
4787388,5395333
5571086,5300085
5236413,5885238
5551954,4990151
5201757,5843167
5833699,5192307
5171232,5695457
4195637,4763654
4423725,5514092
5084060,5599301
5344402,4417576
5871538,4994071
5024668,5795325
5219326,5997505
5295962,4763654
4173981,5759170
5800508,5207695
4714460,5800375
4850969,5395331
5415664,5980530
5112305,5599306
5984932,1822330
5024668,5810757
5217482,2687131
4661094,5057120
4164225,5645552
4323071,5397345
5366473,5041126
5032113,5571087
4771777,5658251
4577631,5746766
5197977,5843165
5904146,5360443
5632840,4878906
5013296,5755687
